"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"3091","2010","Friday","June","11","4:00 AM","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Chicago","IL","3107"
"3092","2010","Friday","June","11","10:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","7286"
"3093","2010","Saturday","June","12","7:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","8492"
"3094","2010","Saturday","June","12","10:00 PM","Regular season","Phoenix Mercury","Tulsa Shock","US Airways Center","Phoenix","AZ","6580"
"3095","2010","Sunday","June","13","3:00 PM","Regular season","Atlanta Dream","San Antonio Silver Stars","Philips Arena","Atlanta","GA","6050"
"3096","2010","Sunday","June","13","3:00 PM","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA","7005"
"3097","2010","Sunday","June","13","6:00 PM","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","7302"
"3098","2010","Tuesday","June","15","8:00 PM","Regular season","Chicago Sky","Atlanta Dream","Allstate Arena","Chicago","IL","3292"
"3099","2010","Thursday","June","17","7:00 PM","Regular season","Indiana Fever","Seattle Storm","Conseco Fieldhouse","Indianapolis","IN","7520"
"3100","2010","Friday","June","18","3:00 AM","Regular season","New York Liberty","Seattle Storm","Madison Square Garden","New York","NY","8883"
"3101","2010","Friday","June","18","8:00 PM","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN","6953"
"3102","2010","Friday","June","18","10:00 PM","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","6147"
"3103","2010","Friday","June","18","6:00 AM","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA","8852"
"3104","2010","Saturday","June","19","7:00 PM","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC","9034"
"3105","2010","Saturday","June","19","7:00 PM","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN","8187"
"3106","2010","Saturday","June","19","8:00 PM","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK","5013"
"3107","2010","Sunday","June","20","6:00 PM","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ","6068"
"3108","2010","Sunday","June","20","9:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","8086"
"3109","2010","Tuesday","June","22","3:00 AM","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT","6981"
"3110","2010","Tuesday","June","22","3:00 AM","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY","7537"
"3111","2010","Wednesday","June","23","12:00 PM","Regular season","Atlanta Dream","Tulsa Shock","Philips Arena","Atlanta","GA","9598"
"3112","2010","Thursday","June","24","7:00 PM","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC","8160"
"3113","2010","Friday","June","25","3:00 AM","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT","9518"
"3114","2010","Friday","June","25","8:00 PM","Regular season","Tulsa Shock","New York Liberty","BOK Center","Tulsa","OK","4554"
"3115","2010","Friday","June","25","4:00 AM","Regular season","Chicago Sky","Washington Mystics","Allstate Arena","Chicago","IL","3419"
"3116","2010","Friday","June","25","10:00 PM","Regular season","Seattle Storm","Indiana Fever","KeyArena","Seattle","WA","9083"
"3117","2010","Saturday","June","26","8:00 PM","Regular season","San Antonio Silver Stars","Minnesota Lynx","AT&T Center","San Antonio","TX","10184"
"3118","2010","Sunday","June","27","3:00 PM","Regular season","Atlanta Dream","Los Angeles Sparks","Philips Arena","Atlanta","GA","7855"
"3119","2010","Sunday","June","27","4:00 PM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","15293"
"3120","2010","Sunday","June","27","4:00 PM","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC","7547"
"3121","2010","Sunday","June","27","4:00 PM","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK","4865"
"3122","2010","Sunday","June","27","6:00 PM","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Chicago","IL","4051"
"3123","2010","Tuesday","June","29","7:00 PM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","8464"
"3124","2010","Tuesday","June","29","7:00 PM","Regular season","Atlanta Dream","Phoenix Mercury","Philips Arena","Atlanta","GA","4073"
"3125","2010","Tuesday","June","29","8:00 PM","Regular season","Tulsa Shock","Connecticut Sun","BOK Center","Tulsa","OK","3649"
"3126","2010","Tuesday","June","29","10:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","7823"
"3127","2010","Tuesday","June","29","6:00 AM","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA","8602"
"3128","2010","Thursday","July","1","7:00 PM","Regular season","Atlanta Dream","Minnesota Lynx","Philips Arena","Atlanta","GA","4020"
"3129","2010","Thursday","July","1","8:00 PM","Regular season","Chicago Sky","Connecticut Sun","Allstate Arena","Chicago","IL","3061"
"3130","2010","Thursday","July","1","10:00 PM","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ","5509"
"3131","2010","Thursday","July","1","6:00 AM","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA","7803"
"3132","2010","Saturday","July","3","5:00 PM","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA","9319"
"3133","2010","Saturday","July","3","7:00 PM","Regular season","Atlanta Dream","Chicago Sky","Philips Arena","Atlanta","GA","6920"
"3134","2010","Saturday","July","3","8:00 PM","Regular season","Tulsa Shock","Washington Mystics","BOK Center","Tulsa","OK","3516"
"3135","2010","Saturday","July","3","10:00 PM","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ","6780"
"3136","2010","Tuesday","July","6","3:00 PM","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA","11012"
"3137","2010","Tuesday","July","6","8:00 PM","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Chicago","IL","3732"
"3138","2010","Tuesday","July","6","8:00 PM","Regular season","San Antonio Silver Stars","Connecticut Sun","AT&T Center","San Antonio","TX","7264"
"3139","2010","Tuesday","July","6","10:00 PM","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA","8336"
"3140","2010","Wednesday","July","7","7:00 PM","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA","5305"
"3141","2010","Thursday","July","8","7:00 PM","Regular season","Indiana Fever","Tulsa Shock","Conseco Fieldhouse","Indianapolis","IN","7077"
"3142","2010","Thursday","July","8","8:00 PM","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN","7182"
"3143","2010","Saturday","July","10","11:00 AM","All star","Team WNBA","USAB Women's National Team","Mohegan Sun Arena","Uncasville","CT","9518"
"3144","2010","Sunday","July","11","4:00 PM","Regular season","New York Liberty","Chicago Sky","Madison Square Garden","New York","NY","9644"
"3145","2010","Tuesday","July","13","7:00 PM","Regular season","Tulsa Shock","Los Angeles Sparks","BOK Center","Tulsa","OK","7073"
"3146","2010","Wednesday","July","14","8:00 AM","Regular season","Chicago Sky","San Antonio Silver Stars","Allstate Arena","Chicago","IL","6950"
"3147","2010","Wednesday","July","14","1:00 PM","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","10076"
"3148","2010","Wednesday","July","14","1:00 PM","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN","12311"
"3149","2010","Wednesday","July","14","11:00 AM","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ","13508"
"3150","2010","Thursday","July","15","12:00 PM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","18162"
"3151","2010","Friday","July","16","7:00 PM","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN","7532"
"3152","2010","Friday","July","16","8:00 PM","Regular season","San Antonio Silver Stars","Tulsa Shock","AT&T Center","San Antonio","TX","9298"
"3153","2010","Friday","July","16","4:00 AM","Regular season","Chicago Sky","Los Angeles Sparks","Allstate Arena","Chicago","IL","4841"
"3154","2010","Saturday","July","17","11:00 AM","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","7216"
"3155","2010","Saturday","July","17","7:00 PM","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT","7378"
"3156","2010","Saturday","July","17","10:00 PM","Regular season","Phoenix Mercury","Tulsa Shock","US Airways Center","Phoenix","AZ","8564"
"3157","2010","Sunday","July","18","3:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","6542"
"3158","2010","Sunday","July","18","4:00 PM","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY","9508"
"3159","2010","Sunday","July","18","4:00 PM","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC","8790"
"3160","2010","Tuesday","July","20","8:00 AM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","12414"
"3161","2010","Tuesday","July","20","3:00 PM","Regular season","Los Angeles Sparks","Tulsa Shock","Staples Center","Los Angeles","CA","14413"
"3162","2010","Tuesday","July","20","8:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6478"
"3163","2010","Wednesday","July","21","7:00 AM","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC","14347"
"3164","2010","Thursday","July","22","7:00 PM","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN","7898"
"3165","2010","Thursday","July","22","8:00 PM","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN","6126"
"3166","2010","Thursday","July","22","8:00 PM","Regular season","Tulsa Shock","Phoenix Mercury","BOK Center","Tulsa","OK","3333"
"3167","2010","Friday","July","23","4:00 AM","Regular season","Chicago Sky","New York Liberty","Allstate Arena","Chicago","IL","5256"
"3168","2010","Saturday","July","24","7:00 PM","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT","8097"
"3169","2010","Saturday","July","24","7:00 PM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","9786"
"3170","2010","Saturday","July","24","8:00 PM","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN","8518"
"3171","2010","Saturday","July","24","8:00 PM","Regular season","San Antonio Silver Stars","Chicago Sky","AT&T Center","San Antonio","TX","8999"
"3172","2010","Sunday","July","25","3:00 PM","Regular season","Atlanta Dream","New York Liberty","Philips Arena","Atlanta","GA","7030"
"3173","2010","Sunday","July","25","9:00 PM","Regular season","Seattle Storm","Tulsa Shock","KeyArena","Seattle","WA","9686"
"3174","2010","Tuesday","July","27","9:00 AM","Regular season","Tulsa Shock","Atlanta Dream","BOK Center","Tulsa","OK","3800"
"3175","2010","Tuesday","July","27","7:00 PM","Regular season","Indiana Fever","Chicago Sky","Conseco Fieldhouse","Indianapolis","IN","6853"
"3176","2010","Tuesday","July","27","3:00 AM","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","6322"
"3177","2010","Tuesday","July","27","3:00 AM","Regular season","New York Liberty","San Antonio Silver Stars","Madison Square Garden","New York","NY","10712"
"3178","2010","Tuesday","July","27","8:00 PM","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN","6215"
"3179","2010","Tuesday","July","27","5:00 AM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","8044"
"3180","2010","Thursday","July","29","7:00 PM","Regular season","Washington Mystics","San Antonio Silver Stars","Verizon Center","Washington","DC","9212"
"3181","2010","Thursday","July","29","10:00 PM","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ","7037"
"3182","2010","Friday","July","30","7:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","8207"
"3183","2010","Friday","July","30","3:00 AM","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT","7003"
"3184","2010","Friday","July","30","3:00 AM","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY","14307"
"3185","2010","Friday","July","30","8:00 PM","Regular season","Tulsa Shock","San Antonio Silver Stars","BOK Center","Tulsa","OK","5203"
"3186","2010","Friday","July","30","10:00 PM","Regular season","Seattle Storm","Chicago Sky","KeyArena","Seattle","WA","7749"
"3187","2010","Sunday","August","1","3:00 PM","Regular season","Atlanta Dream","Indiana Fever","Philips Arena","Atlanta","GA","6270"
"3188","2010","Sunday","August","1","4:00 PM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","9341"
"3189","2010","Sunday","August","1","4:00 PM","Regular season","Washington Mystics","Tulsa Shock","Verizon Center","Washington","DC","9008"
"3190","2010","Sunday","August","1","6:00 PM","Regular season","Phoenix Mercury","Chicago Sky","US Airways Center","Phoenix","AZ","11237"
"3191","2010","Sunday","August","1","7:00 PM","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","7312"
"3192","2010","Tuesday","August","3","7:00 PM","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","7540"
"3193","2010","Tuesday","August","3","3:00 AM","Regular season","Atlanta Dream","Washington Mystics","Philips Arena","Atlanta","GA","9072"
"3194","2010","Tuesday","August","3","8:00 PM","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN","5954"
"3195","2010","Tuesday","August","3","8:00 PM","Regular season","Tulsa Shock","Seattle Storm","BOK Center","Tulsa","OK","3697"
"3196","2010","Tuesday","August","3","8:00 PM","Regular season","San Antonio Silver Stars","Phoenix Mercury","AT&T Center","San Antonio","TX","6116"
"3197","2010","Wednesday","August","4","6:00 AM","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA","9732"
"3198","2010","Thursday","August","5","6:00 AM","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA","7539"
"3199","2010","Friday","August","6","7:00 PM","Regular season","Indiana Fever","Atlanta Dream","Conseco Fieldhouse","Indianapolis","IN","9214"
"3200","2010","Friday","August","6","3:00 AM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","11465"
